order_id,order_date,customer_id,region_id,product_category_id,sales,profit,quantity,profit_margin
37,2022-02-06,748,4,4,676.85,153.02,6,22.607667873236316
38,2022-02-07,857,2,2,204.15,221.64,4,108.56722997795738
39,2022-02-08,561,2,2,632.3,352.98,6,55.82476672465603
40,2022-02-09,475,2,1,349.72,339.81,7,97.16630447214915
41,2022-02-10,59,4,3,226.98,350.69,3,154.50259934796017
42,2022-02-11,511,2,3,326.92,71.5,9,21.870794078061913
43,2022-02-12,682,4,2,195.26,-34.26,8,-17.545836320803033
44,2022-02-13,476,1,1,903.88,67.48,1,7.465592777802364
45,2022-02-14,700,4,4,409.24,75.42,2,18.429283549995112
46,2022-02-15,976,3,4,260.37,359.21,2,137.96136267619156
47,2022-02-16,783,2,2,459.44,242.16,9,52.70764408845551
48,2022-02-17,190,2,3,334.13,-13.23,9,-3.959536707269626
49,2022-02-18,958,3,1,749.53,10.92,9,1.4569129988125893
50,2022-02-19,687,4,3,971.8,20.05,1,2.0631817246346986
51,2022-02-20,958,1,4,449.27,233.69,7,52.01549179780534
52,2022-02-21,563,3,3,863.81,280.94,3,32.52335583056459
53,2022-02-22,876,3,4,574.55,336.84,9,58.626751370637884
54,2022-02-23,567,4,1,174.09,373.29,8,214.42357401344134
55,2022-02-24,244,2,1,696.81,40.77,3,5.850949326215182
56,2022-02-25,832,4,2,523.17,89.4,1,17.0881357876025
57,2022-02-26,505,3,2,657.59,58.15,9,8.842896029440835
58,2022-02-27,131,3,3,891.89,111.44,1,12.494814382939602
59,2022-02-28,485,2,1,451.63,361.6,3,80.0655403759715
60,2022-03-01,819,2,1,903.15,208.8,6,23.119083208769307
61,2022-03-02,647,2,2,755.66,282.19,6,37.34351427890851
62,2022-03-03,21,4,4,498.83,170.55,4,34.190004610789245
63,2022-03-04,841,2,3,611.16,-37.01,2,-6.055697362392827
64,2022-03-05,167,3,3,339.07,-21.11,6,-6.225853068687882
65,2022-03-06,274,3,2,983.93,192.07,5,19.52069761060238
66,2022-03-07,388,1,1,674.0,273.46,6,40.5727002967359
67,2022-03-08,601,4,2,62.97,46.9,7,74.4799110687629
68,2022-03-09,316,1,2,340.09,274.86,9,80.81978299861802
69,2022-03-10,14,3,2,630.85,314.8,7,49.90092732028216
70,2022-03-11,242,1,2,75.21,135.35,4,179.96277090812393
71,2022-03-12,777,3,4,43.41,285.89,5,658.5809721262383
72,2022-03-13,346,1,4,461.02,131.81,6,28.590950501062864
73,2022-03-14,565,2,1,346.04,255.26,9,73.76603860825337
74,2022-03-15,898,1,2,449.53,293.8,5,65.3571508019487
75,2022-03-16,340,2,4,277.44,396.37,5,142.8669261822376
76,2022-03-17,92,2,1,181.42,105.43,7,58.11376915444825
77,2022-03-18,367,4,2,695.36,134.97,2,19.41008973768983
78,2022-03-19,956,2,3,524.28,24.53,3,4.6787975890745415
79,2022-03-20,455,2,4,216.15,41.83,2,19.352301642377977
80,2022-03-21,428,1,1,333.2,262.03,2,78.64045618247299
81,2022-03-22,509,3,3,599.97,362.67,3,60.44802240112006
82,2022-03-23,776,4,2,90.78,127.57,6,140.52654769773076
83,2022-03-24,943,2,2,164.5,30.93,5,18.80243161094225
84,2022-03-25,35,4,2,91.78,78.29,5,85.3018086729135
85,2022-03-26,206,1,4,816.07,154.77,2,18.96528484076121
86,2022-03-27,81,2,1,757.36,80.79,2,10.667318052181262
87,2022-03-28,932,1,3,758.25,55.11,1,7.2680514342235405
88,2022-03-29,562,4,1,722.0,281.19,3,38.945983379501385
89,2022-03-30,872,1,4,676.0,-46.47,7,-6.874260355029585
90,2022-03-31,388,4,1,487.45,192.65,5,39.522002256641706
91,2022-04-01,2,1,4,649.43,307.2,7,47.30301957100843
92,2022-04-02,390,4,2,57.59,69.8,9,121.20159749956589
93,2022-04-03,566,3,3,629.04,221.48,6,35.20920768154648
94,2022-04-04,106,1,2,782.32,251.01,2,32.08533592391859
95,2022-04-05,772,1,1,510.35,244.76,1,47.959243656314285
96,2022-04-06,822,3,2,370.36,150.63,1,40.671238794686246
97,2022-04-07,477,3,3,291.88,105.96,9,36.30259010552281
98,2022-04-08,703,1,2,649.95,326.17,6,50.183860296945916
99,2022-04-09,402,3,3,698.95,291.3,6,41.6768009156592
100,2022-04-10,730,2,3,873.55,94.56,4,10.824795375193178
101,2022-04-11,556,4,2,355.49,-3.64,2,-1.0239387887141693
102,2022-04-12,162,4,4,774.38,-17.69,3,-2.2844081716986495
103,2022-04-13,202,4,1,570.13,-7.58,3,-1.3295213372388754
104,2022-04-14,958,2,4,885.18,212.29,8,23.982692785648116
105,2022-04-15,996,3,4,537.26,-26.75,6,-4.978967352864535
106,2022-04-16,270,3,2,527.28,101.62,7,19.272492793202854
107,2022-04-17,863,1,1,586.32,288.94,9,49.28025651521353
108,2022-04-18,816,3,1,754.33,82.46,1,10.931555154905677
109,2022-04-19,271,1,4,965.4,293.49,2,30.400870105655684
110,2022-04-20,456,2,2,92.09,285.46,9,309.97936800955586
111,2022-04-21,462,4,1,72.37,60.62,5,83.76399060384136
112,2022-04-22,727,4,4,938.8,277.97,4,29.609075415423952
113,2022-04-23,252,4,1,539.28,286.5,1,53.12639074321318
114,2022-04-24,702,3,2,622.6,128.85,9,20.695470607131384
115,2022-04-25,296,1,2,492.78,44.69,9,9.068955720605544
116,2022-04-26,725,1,2,111.78,184.57,4,165.11898371801752
117,2022-04-27,720,2,1,772.73,364.63,9,47.18724522148745
118,2022-04-28,749,3,3,752.28,237.83,1,31.614558409102994
119,2022-04-29,338,2,1,325.47,27.82,5,8.547638799274894
120,2022-04-30,879,1,3,320.11,257.24,1,80.35987629252445
121,2022-05-01,53,1,2,841.08,142.24,4,16.911589860655347
122,2022-05-02,792,4,4,90.91,216.19,5,237.80662193378066
123,2022-05-03,922,3,3,883.48,280.33,3,31.7302032870014
124,2022-05-04,217,1,2,271.53,181.73,2,66.92814790262587
125,2022-05-05,764,4,2,601.13,316.29,6,52.61590670903132
126,2022-05-06,188,3,3,937.27,274.97,3,29.337330758479418
127,2022-05-07,380,2,4,684.56,226.78,1,33.12784854505084
128,2022-05-08,493,3,2,426.14,17.86,5,4.191110902520299
129,2022-05-09,41,3,3,695.74,326.18,2,46.88245608991865
130,2022-05-10,157,1,4,357.1,371.16,2,103.93727247269673
131,2022-05-11,15,1,4,291.71,11.63,4,3.986836241472696
132,2022-05-12,813,3,2,996.75,169.71,4,17.026335590669678
133,2022-05-13,65,1,1,755.77,66.5,4,8.79897323259722
134,2022-05-14,857,1,1,651.83,289.54,7,44.419557246521336
135,2022-05-15,839,1,2,368.18,274.73,1,74.61839317725027
136,2022-05-16,521,4,4,68.18,13.4,8,19.653857436198297
137,2022-05-17,344,4,2,50.44,344.66,9,683.3068992862808
138,2022-05-18,129,3,3,563.1,31.44,6,5.583377730420884
139,2022-05-19,648,1,1,766.79,308.77,4,40.26786995135565
140,2022-05-20,472,4,3,546.63,155.64,6,28.472641457658742
141,2022-05-21,63,3,2,843.97,97.72,7,11.578610614121354
142,2022-05-22,139,1,2,52.76,21.21,6,40.20090978013647
143,2022-05-23,499,2,4,379.42,25.43,1,6.702335143113173
144,2022-05-24,593,1,4,252.33,247.85,5,98.22454721991043
145,2022-05-25,392,1,4,458.33,197.69,8,43.132677328562394
146,2022-05-26,675,4,3,90.93,4.94,8,5.4327504673925
147,2022-05-27,419,3,4,955.05,0.71,9,0.07434165750484267
148,2022-05-28,289,3,2,238.79,-17.46,4,-7.311863980903724
149,2022-05-29,379,4,4,923.86,284.7,6,30.816357456757515
150,2022-05-30,773,1,1,437.38,270.35,7,61.81123965430518
151,2022-05-31,490,2,4,985.81,-23.71,5,-2.405128777350605
152,2022-06-01,231,1,3,562.98,202.12,8,35.901808234750796
153,2022-06-02,41,1,1,932.22,-11.9,3,-1.2765227092317264
154,2022-06-03,28,2,1,25.24,356.69,8,1413.1933438985739
155,2022-06-04,135,4,1,753.27,358.2,5,47.55267035724242
156,2022-06-05,201,3,3,904.99,264.2,1,29.193692747986166
157,2022-06-06,840,4,2,156.93,366.79,6,233.72841394252214
158,2022-06-07,780,4,4,114.2,315.15,2,275.9632224168126
159,2022-06-08,930,1,1,436.08,322.84,7,74.03228765364153
160,2022-06-09,33,3,1,935.01,206.37,9,22.071421696024643
161,2022-06-10,48,3,1,551.54,87.73,3,15.906371251405158
162,2022-06-11,503,4,2,536.91,48.01,4,8.941908327280178
163,2022-06-12,407,2,2,158.3,97.24,4,61.42766898294377
164,2022-06-13,574,4,3,20.77,232.82,4,1120.9436687530092
165,2022-06-14,728,2,2,813.94,27.7,3,3.4031992530161927
166,2022-06-15,805,3,4,105.82,66.39,5,62.738612738612744
167,2022-06-16,99,4,3,641.17,160.63,9,25.052638145889546
168,2022-06-17,684,1,3,916.32,54.87,8,5.988082765845992
169,2022-06-18,872,4,4,224.48,214.89,2,95.72790449037775
170,2022-06-19,726,3,4,671.97,365.43,9,54.38189204875218
171,2022-06-20,987,1,4,97.12,286.64,2,295.14003294892916
172,2022-06-21,547,1,3,611.68,249.89,7,40.85306042375098
173,2022-06-22,961,2,3,180.65,212.22,5,117.47578189869914
174,2022-06-23,739,1,3,741.23,169.58,7,22.878188956194435
175,2022-06-24,613,1,4,315.21,33.95,5,10.770597379524762
176,2022-06-25,943,4,4,474.12,352.62,6,74.37357630979498
177,2022-06-26,462,3,1,607.44,61.84,8,10.180429342815751
178,2022-06-27,643,2,2,187.85,-8.91,1,-4.743146127229172
179,2022-06-28,769,4,1,746.81,287.51,1,38.498413251027706
180,2022-06-29,5,1,4,316.59,29.03,5,9.169588426671721
181,2022-06-30,218,1,3,669.12,117.35,1,17.537960306073646
182,2022-07-01,503,2,4,175.12,-37.27,3,-21.282549109182273
183,2022-07-02,767,3,2,694.36,11.68,9,1.6821245463448355
184,2022-07-03,398,2,1,145.62,27.94,7,19.18692487295701
185,2022-07-04,871,4,1,436.85,-25.52,6,-5.841822135744534
186,2022-07-05,795,2,3,262.26,245.5,8,93.60939525661558
187,2022-07-06,393,1,1,753.41,326.65,8,43.356207111665626
188,2022-07-07,207,4,1,276.79,117.99,6,42.62798511506919
189,2022-07-08,15,1,4,884.08,343.56,4,38.86073658492444
190,2022-07-09,858,3,1,893.98,46.01,4,5.146647576008412
191,2022-07-10,554,1,1,212.51,96.43,4,45.3766881558515
192,2022-07-11,892,1,1,621.57,17.83,6,2.8685425615779394
193,2022-07-12,461,2,3,105.96,229.25,1,216.35522838807097
194,2022-07-13,691,1,3,403.71,138.94,2,34.415793515147016
195,2022-07-14,575,4,4,719.06,225.98,6,31.427140989625347
196,2022-07-15,864,4,1,666.23,292.75,1,43.94128153940831
197,2022-07-16,743,3,3,632.21,195.57,9,30.934341437180677
198,2022-07-17,241,4,3,296.89,232.43,6,78.28825490922564
199,2022-07-18,564,2,4,390.46,370.86,7,94.98027967013267
200,2022-07-19,96,3,2,120.89,84.58,1,69.96443047398462
201,2022-07-20,900,4,1,724.64,111.62,8,15.403510708765733
202,2022-07-21,734,2,3,513.81,272.97,5,53.12664214398319
203,2022-07-22,485,4,4,714.59,225.09,5,31.49918134874543
204,2022-07-23,407,4,4,263.96,30.34,6,11.494165782694349
205,2022-07-24,231,1,4,337.95,119.27,7,35.292202988607784
206,2022-07-25,749,4,3,347.53,160.53,7,46.19169568094841
207,2022-07-26,655,4,1,45.23,138.73,5,306.7212027415432
208,2022-07-27,171,2,2,354.23,30.22,1,8.53118030658047
209,2022-07-28,541,2,1,807.24,365.99,9,45.338437143848175
210,2022-07-29,36,1,4,899.35,293.04,6,32.58353255128704
211,2022-07-30,525,4,4,527.85,166.61,9,31.563891256985887
212,2022-07-31,160,1,2,466.39,256.03,4,54.8961169836403
213,2022-08-01,839,4,1,50.21,353.78,2,704.6006771559449
214,2022-08-02,699,3,4,881.62,11.28,3,1.2794628071051017
215,2022-08-03,243,3,4,32.75,62.67,4,191.35877862595422
216,2022-08-04,86,1,1,945.86,194.22,8,20.533694204216268
217,2022-08-05,796,1,4,499.43,309.55,3,61.980657950063076
218,2022-08-06,578,1,1,355.1,-33.69,8,-9.48746831878344
219,2022-08-07,682,2,4,925.73,392.81,6,42.432458708262665
220,2022-08-08,557,2,1,43.9,154.71,4,352.41457858769934
221,2022-08-09,574,2,2,589.8,111.65,7,18.930145812139713
222,2022-08-10,953,1,4,557.95,81.73,5,14.648265973653551
223,2022-08-11,646,4,2,234.93,28.46,5,12.11424679691823
224,2022-08-12,796,3,4,440.31,306.21,9,69.54418477890577
225,2022-08-13,28,1,4,659.22,379.94,3,57.634780498164496
226,2022-08-14,620,2,3,732.59,136.14,4,18.58338224654991
227,2022-08-15,556,2,1,20.7,378.59,5,1828.9371980676328
228,2022-08-16,340,1,2,938.12,320.71,1,34.186458022427836
229,2022-08-17,798,1,2,181.23,166.47,7,91.85565303757657
230,2022-08-18,958,2,2,248.91,253.31,8,101.76770720340687
231,2022-08-19,331,4,1,278.2,145.74,6,52.38677210639828
232,2022-08-20,640,2,3,57.06,201.43,9,353.0143708377147
233,2022-08-21,506,2,2,140.59,-23.88,3,-16.98556085070062
234,2022-08-22,348,1,1,986.62,263.32,2,26.689100160142708
235,2022-08-23,473,4,4,328.91,-26.23,5,-7.974825940226809
236,2022-08-24,231,2,2,133.0,317.69,9,238.86466165413535
237,2022-08-25,190,2,2,124.85,321.23,1,257.2927513015619
238,2022-08-26,225,3,3,725.07,56.68,1,7.817176272635745
239,2022-08-27,385,1,2,857.48,95.65,3,11.154779120212718
240,2022-08-28,377,3,2,271.81,166.59,3,61.289135793385086
241,2022-08-29,283,3,4,40.49,218.5,5,539.6394171400345
242,2022-08-30,958,2,1,238.63,79.31,4,33.23555294807862
243,2022-08-31,633,1,1,75.39,216.62,6,287.3325374718132
244,2022-09-01,628,4,3,121.33,84.0,8,69.23267122723152
245,2022-09-02,973,2,4,442.88,-25.03,8,-5.651643786127168
246,2022-09-03,745,4,1,245.32,-48.86,4,-19.916843306701452
247,2022-09-04,259,4,4,525.63,-4.48,1,-0.8523105606605408
248,2022-09-05,359,1,1,268.42,306.51,7,114.19044780567766
249,2022-09-06,710,3,4,941.73,382.64,6,40.63160353816912
250,2022-09-07,456,1,3,907.83,142.13,5,15.656014892656112
251,2022-09-08,411,4,2,575.47,180.71,4,31.402158235876758
252,2022-09-09,649,2,3,367.34,16.08,6,4.377416017858115
253,2022-09-10,318,4,1,393.52,197.96,8,50.304940028461075
254,2022-09-11,677,2,3,423.62,15.09,6,3.5621547613427125
255,2022-09-12,225,2,2,733.03,225.05,3,30.701335552433058
256,2022-09-13,819,1,3,462.61,369.97,9,79.9744925531225
257,2022-09-14,234,4,1,859.6,38.06,3,4.427640763145649
258,2022-09-15,684,3,1,945.21,294.05,4,31.109488896647306
259,2022-09-16,664,4,3,349.23,-39.42,5,-11.287690060991324
260,2022-09-17,975,4,2,569.48,118.97,2,20.8909882700007
261,2022-09-18,827,3,3,113.16,-0.16,2,-0.14139271827500885
262,2022-09-19,374,1,2,216.46,108.61,6,50.17555206504666
263,2022-09-20,672,4,4,425.2,28.09,2,6.606302916274695
264,2022-09-21,608,4,2,222.08,117.99,1,53.129502881844374
265,2022-09-22,472,2,4,879.03,137.89,8,15.686609103216043
266,2022-09-23,233,4,3,175.12,85.27,1,48.692325262677016
267,2022-09-24,692,3,2,466.55,245.48,6,52.61601114564355
268,2022-09-25,113,2,4,613.59,363.48,1,59.23825355693542
269,2022-09-26,830,1,4,698.03,130.27,8,18.66252166812315
270,2022-09-27,497,2,4,395.41,36.55,5,9.243569965352417
271,2022-09-28,442,3,1,871.72,71.83,3,8.24003120267976
272,2022-09-29,564,3,3,576.95,334.3,5,57.942629343963944
273,2022-09-30,268,2,4,450.72,207.24,1,45.97976570820021
274,2022-10-01,510,1,2,85.9,154.75,1,180.15133876600697
275,2022-10-02,807,2,4,475.4,17.34,4,3.647454774926378
276,2022-10-03,386,1,1,824.32,152.38,9,18.48553959627329
277,2022-10-04,387,2,3,622.25,75.32,9,12.104459622338288
278,2022-10-05,113,3,1,835.52,374.42,1,44.81281118345462
279,2022-10-06,613,4,1,504.13,347.83,3,68.9960922777855
280,2022-10-07,625,4,1,136.09,-12.24,4,-8.994048056433243
281,2022-10-08,952,1,2,33.37,182.49,2,546.8684447108183
282,2022-10-09,81,1,3,317.16,51.28,7,16.168495396645223
283,2022-10-10,699,1,3,704.03,134.85,3,19.15401332329588
284,2022-10-11,113,3,2,794.45,344.58,1,43.373402983195916
285,2022-10-12,2,2,3,309.84,187.38,1,60.47637490317583
286,2022-10-13,642,3,1,505.74,100.4,3,19.852097915925178
287,2022-10-14,220,4,3,432.7,43.55,6,10.06470996071181
288,2022-10-15,566,1,2,422.31,310.15,4,73.44131088536857
289,2022-10-16,855,2,1,246.72,231.03,1,93.64056420233463
290,2022-10-17,997,4,2,153.64,160.63,7,104.54959645925541
291,2022-10-18,736,4,4,212.75,47.87,2,22.5005875440658
292,2022-10-19,225,4,1,74.23,100.41,5,135.26875926175398
293,2022-10-20,385,3,1,214.17,381.93,8,178.330298361115
294,2022-10-21,403,1,3,29.02,184.04,7,634.183321847002
295,2022-10-22,638,4,1,634.71,130.31,8,20.530636038505772
296,2022-10-23,130,1,2,330.05,184.64,6,55.94303893349492
297,2022-10-24,53,3,3,973.68,300.54,7,30.8664037466108
298,2022-10-25,684,4,4,209.84,103.05,9,49.108844834159356
299,2022-10-26,730,3,2,358.91,30.42,6,8.47566242233429
300,2022-10-27,672,3,4,370.68,213.22,9,57.52131218301499
301,2022-10-28,710,1,4,28.28,249.34,2,881.6831683168317
302,2022-10-29,416,4,4,842.42,270.72,2,32.1359891740462
303,2022-10-30,247,3,1,51.35,346.89,2,675.5404089581305
304,2022-10-31,836,4,2,941.38,117.03,6,12.431749134249719
305,2022-11-01,439,1,2,894.23,-16.09,2,-1.7993133757534414
306,2022-11-02,203,3,1,544.81,381.26,3,69.98036012554836
307,2022-11-03,184,1,3,552.72,145.76,8,26.371399623679252
308,2022-11-04,123,4,4,660.7,230.47,8,34.88270016649008
309,2022-11-05,401,4,2,399.31,249.84,4,62.567929678695755
310,2022-11-06,767,1,1,654.28,195.93,9,29.94589472397139
311,2022-11-07,294,2,4,63.87,42.37,8,66.33787380616877
312,2022-11-08,280,3,3,72.97,289.81,1,397.1632177607236
313,2022-11-09,837,4,3,468.09,311.69,8,66.58762203849687
314,2022-11-10,884,4,4,558.63,198.84,1,35.594221577788524
315,2022-11-11,610,3,3,890.06,169.85,4,19.082983169673955
316,2022-11-12,198,1,2,122.57,1.27,6,1.03614261238476
317,2022-11-13,982,1,2,826.19,-12.22,7,-1.479078662293177
318,2022-11-14,907,1,2,225.85,102.8,4,45.51693601948196
319,2022-11-15,511,2,3,406.2,89.88,8,22.127031019202363
320,2022-11-16,752,2,2,330.27,379.15,8,114.80001211130286
321,2022-11-17,144,4,1,412.15,302.63,9,73.4271503093534
322,2022-11-18,609,1,2,167.49,246.97,6,147.45357931816824
323,2022-11-19,201,3,2,513.5,182.94,4,35.626095423563775
324,2022-11-20,124,4,3,805.61,25.32,2,3.1429599930487453
325,2022-11-21,187,3,2,452.7,390.31,7,86.21824607908107
326,2022-11-22,326,4,4,500.8,118.77,3,23.71605431309904
327,2022-11-23,464,2,1,851.79,-1.88,3,-0.2207116777609505
328,2022-11-24,349,4,3,711.94,172.21,3,24.188836137876788
329,2022-11-25,771,2,1,500.65,343.3,4,68.57085788474983
330,2022-11-26,660,4,4,272.54,349.28,2,128.1573347031628
331,2022-11-27,764,1,3,887.23,-45.07,5,-5.079855279916144
332,2022-11-28,955,3,3,585.48,348.83,3,59.580173532827764
333,2022-11-29,932,1,2,236.72,72.17,5,30.487495775599864
334,2022-11-30,403,4,1,283.74,-32.46,7,-11.440050750687249
335,2022-12-01,346,4,4,807.07,331.51,9,41.075743120175446
336,2022-12-02,963,4,4,63.26,338.74,2,535.4726525450521
337,2022-12-03,511,2,3,992.25,218.3,9,22.000503905265813
338,2022-12-04,147,3,2,147.74,208.5,6,141.12630296466767
339,2022-12-05,148,3,3,800.15,315.9,6,39.480097481722176
340,2022-12-06,864,4,3,406.88,303.84,3,74.67558002359418
341,2022-12-07,711,4,3,502.37,350.55,9,69.77924637219579
342,2022-12-08,820,2,3,883.04,198.74,4,22.50634172857402
343,2022-12-09,489,1,4,424.65,385.44,5,90.76651359943483
344,2022-12-10,929,1,4,546.74,398.27,3,72.84449646998573
345,2022-12-11,936,3,3,68.31,2.45,5,3.586590543112282
346,2022-12-12,640,2,3,22.3,332.29,8,1490.0896860986547
347,2022-12-13,551,4,2,259.9,174.92,8,67.30280877260485
348,2022-12-14,338,3,3,686.97,124.4,8,18.108505466031996
349,2022-12-15,872,2,4,138.84,225.88,6,162.6908671852492
350,2022-12-16,641,1,1,131.49,-24.82,1,-18.875960149060763
351,2022-12-17,779,2,4,422.74,177.91,6,42.0849694847897
352,2022-12-18,988,1,2,654.88,341.9,7,52.208038113852915
353,2022-12-19,953,2,4,717.83,46.06,9,6.41656102419793
354,2022-12-20,473,3,1,194.88,141.88,8,72.80377668308702
355,2022-12-21,946,1,3,98.0,372.77,8,380.37755102040813
356,2022-12-22,151,3,1,941.59,142.85,7,15.171146677428604
357,2022-12-23,415,3,3,275.45,111.27,2,40.39571610092576
358,2022-12-24,990,1,3,856.28,148.24,1,17.312094174802635
359,2022-12-25,298,1,4,866.22,183.75,2,21.21285585647988
360,2022-12-26,611,4,4,777.07,234.4,6,30.164592636442016
361,2022-12-27,263,4,4,185.46,310.31,2,167.3190984578885
362,2022-12-28,764,4,2,825.37,153.45,4,18.591661921320135
363,2022-12-29,144,3,4,773.87,317.87,3,41.07537441689173
364,2022-12-30,346,3,2,604.79,190.17,6,31.443972287901584
365,2022-12-31,624,4,4,350.46,102.32,8,29.195913941676654
366,2023-01-01,572,3,3,277.26,246.08,6,88.75423789944458
367,2023-01-02,881,3,2,139.45,272.98,2,195.75475080674082
368,2023-01-03,2,1,1,519.56,201.12,5,38.70967741935484
369,2023-01-04,897,1,2,593.56,-24.52,6,-4.131006132488713
370,2023-01-05,304,3,2,372.15,26.45,9,7.107349187155718
371,2023-01-06,254,4,1,485.85,78.38,6,16.132551198929708
372,2023-01-07,652,2,2,376.24,77.18,5,20.513502019987243
373,2023-01-08,453,4,3,648.19,253.04,1,39.03793640753482
374,2023-01-09,37,2,4,903.23,-41.74,5,-4.621192830176145
375,2023-01-10,160,4,1,180.64,290.06,5,160.57351638618246
376,2023-01-11,9,1,4,393.78,69.4,6,17.62405404032709
377,2023-01-12,233,3,3,158.05,89.51,7,56.63397658968681
378,2023-01-13,99,3,1,632.44,187.56,4,29.6565682120043
379,2023-01-14,659,1,4,734.29,47.17,7,6.423892467553692
380,2023-01-15,816,2,4,933.27,348.01,5,37.28931606073269
381,2023-01-16,208,2,3,293.29,-11.58,6,-3.948310545876095
382,2023-01-17,131,2,4,951.21,149.97,4,15.766234585422776
383,2023-01-18,404,1,3,82.0,332.24,8,405.1707317073171
384,2023-01-19,152,2,2,610.95,227.13,9,37.17652835747606
385,2023-01-20,54,1,3,75.99,81.55,2,107.3167522042374
386,2023-01-21,120,4,2,895.9,139.34,4,15.553075119991073
387,2023-01-22,673,4,1,539.21,268.01,8,49.704196880621645
388,2023-01-23,920,1,4,675.96,387.97,8,57.39540801230842
389,2023-01-24,628,3,3,834.94,351.91,9,42.147938774043645
390,2023-01-25,587,4,3,167.3,104.09,3,62.21757322175732
391,2023-01-26,625,2,4,57.82,399.19,1,690.4012452438603
392,2023-01-27,968,1,4,881.3,-48.42,9,-5.494156359922842
393,2023-01-28,420,2,1,328.63,-37.57,1,-11.432309892584366
394,2023-01-29,422,2,1,146.4,320.73,3,219.077868852459
395,2023-01-30,104,3,3,479.09,39.76,3,8.299066981151768
396,2023-01-31,852,2,1,606.34,-22.65,9,-3.7355279216281287
397,2023-02-01,254,3,2,50.35,56.72,1,112.6514399205561
398,2023-02-02,227,4,1,289.4,141.75,7,48.98064961990325
399,2023-02-03,112,1,1,52.14,278.75,2,534.6183352512467
400,2023-02-04,510,2,3,431.93,230.95,7,53.46931215706249
401,2023-02-05,473,1,2,897.2,56.93,1,6.345296477931342
402,2023-02-06,99,2,1,983.0,176.47,8,17.952187182095624
403,2023-02-07,153,1,2,644.31,366.8,2,56.92911797116296
404,2023-02-08,861,2,2,178.4,316.75,3,177.55044843049325
405,2023-02-09,914,2,2,907.73,95.44,8,10.51413966708162
406,2023-02-10,896,2,4,525.92,392.02,3,74.53985397018558
407,2023-02-11,878,2,4,170.67,268.88,1,157.54379797269587
408,2023-02-12,338,2,4,923.29,-21.9,9,-2.371952474303848
409,2023-02-13,706,2,4,762.32,-34.18,8,-4.483681393640466
410,2023-02-14,822,2,3,737.07,25.78,4,3.497632517942665
411,2023-02-15,163,2,1,715.0,277.54,8,38.81678321678322
412,2023-02-16,720,2,4,216.33,32.68,5,15.106550177968842
413,2023-02-17,957,1,3,226.79,180.17,3,79.44353807487103
414,2023-02-18,681,3,1,694.53,-8.03,1,-1.1561775589247405
415,2023-02-19,996,2,4,235.33,364.4,5,154.84638592614624
416,2023-02-20,161,3,1,449.9,104.78,6,23.28961991553679
417,2023-02-21,580,2,4,786.36,358.66,4,45.61015311053462
418,2023-02-22,801,2,3,788.27,375.19,7,47.596635670518985
